"date";"Reel";"Simule"
94,375;281,3499999389699;279,7600532091556
94,5;285,6500000181146;285,44470748175434
94,625;285,7000000149246;286,6895087054875
94,75;285,75000001173476;283,64767946746366
94,875;284,55000002937993;279,4032585320199
95,0;283,5500000342654;280,7128456176641
95,125;282,55000009806395;279,1284311512764
95,25;282,4500001044438;279,33062023324715
95,375;284,55000002937993;284,09034987002354
95,5;285,94999999897504;289,93763212923903
95,625;285,94999999897504;291,1005958261593
95,75;284,14999999598626;287,9081147321181
95,875;280,95000020014163;283,7157960560531
96,0;279,3499998309147;280,34629494117956
96,125;274,45000014352763;279,2017303405005
96,25;273,54999972964174;279,88234341457036
96,375;282,1499998879311;284,3268028156368
96,5;284,2499999896064;288,69743238236293
96,625;286,3499999734556;288,75481278343455
96,75;284,85000001024036;285,7618578558997
96,875;280,55000022566105;283,1335882009837
97,0;278,6499998755737;279,74094099795514
97,125;278,04999991385284;278,2068603732346
97,25;279,2499998372946;278,3445721287296
97,375;285,6500000181146;283,046051957384
97,5;288,34999996368464;288,2576566845047
97,625;287,45000002110334;289,2620554740558
97,75;286,5499999606959;286,775716631243
97,875;283,3500000470251;283,1637435789799
98,0;279,64999981177516;282,3970482265405
98,125;276,8499999904111;280,648126927108
98,25;277,15000044257613;281,3008514251255
98,375;285,2499999994492;285,51734856285265
98,5;288,14999997644435;290,1089316068082
98,625;283,05000006616467;290,1678967015694
98,75;283,85000001512583;287,679930259528
98,875;278,3499998947133;284,42355320481596
99,0;276,5499995382461;278,2931899913861
99,125;274,8500001180082;277,1441576029136
99,25;275,7499995892849;278,3891433045722
99,375;280,24999977349603;283,71348130067196
99,5;284,7499999871637;287,83282812748246
99,625;287,05000004662276;287,8608834444702
99,75;285,4500000014178;284,8329916375161
99,875;283,65000002788554;281,9121050802997
100,0;283,3500000470251;280,96675570523126
100,125;282,9500000725445;279,03500123707846
100,25;281,84999990707064;279,7491460016974
100,375;282,8500000789244;284,8826923775163
100,5;286,7499999479362;289,8900845424131
100,625;287,05000004662276;289,9694387011624
100,75;284,60000002619;287,1387253080567
100,875;282,1499998879311;283,9155931694392
101,0;278,6499998755737;281,7456887056162
101,125;272,8500002456053;279,984397449658
101,25;273,0500002328456;280,77401107823994
101,375;283,25000005340496;285,27338084366744
101,5;285,94999999897504;289,016602340346
101,625;287,1500000402429;289,2093390104004
101,75;284,0500000023661;286,57654476456395
101,875;280,4500002320409;284,15119784099096
102,0;275,65000006696937;278,9180759098985
102,125;273,2500002200859;277,4252780883909
102,25;272,3499998062;277,8995126786629
102,375;280,55000022566105;283,37507527947344
102,5;283,7500000215057;288,73933568044606
102,625;284,85000001024036;289,3832234971996
102,75;281,9499999006908;286,3880767877662
102,875;277,9499999202327;282,6995817918365
103,0;275,85000005420966;276,2214992267632
103,125;274,3499996786029;274,827403817867
103,25;273,54999972964174;275,5462236710072
103,375;279,0499998500543;282,0476715656413
103,5;281,84999990707064;287,6939287349318
103,625;283,3500000470251;288,26463987116364
103,75;281,3499999389699;285,0264361518314
103,875;275,4500000797291;281,22574908653627
104,0;272,3499998062;274,74578099232275
104,125;271,250000347683;273,6620059570775
104,25;272,7499997806806;274,4353368785957
104,375;281,9499999006908;280,68864268837046
104,5;287,94999998920406;286,30230800498714
104,625;292,2499999505226;287,3140036819054
104,75;289,4500001291585;283,9613676073794
104,875;287,25000003386305;280,24625273186297
105,0;284,85000001024036;283,221077616572
105,125;282,6500000916841;280,6357638850091
105,25;281,5499999262102;281,0508637680996
105,375;283,05000006616467;286,3460910615993
105,5;287,94999998920406;293,4803454569638
105,625;287,899999992394;294,16647795498955
105,75;287,8499999955839;290,82534110664176
105,875;283,85000001512583;285,8654284644387
106,0;281,39999993578;282,38332612822927
106,125;278,94999985643415;280,1346580164355
106,25;279,549999818155;280,55685187846615
106,375;287,1500000402429;285,17802173194576
106,5;291,4500000015614;290,51180975097856
106,625;294,64999979740605;291,4567817388882
106,75;291,849999976042;288,86734853352124
106,875;287,6500000083436;285,01451877060293
107,0;283,1500000597848;285,76683227225465
107,125;283,3500000470251;283,3130708673431
107,25;283,65000002788554;283,22403674630846
107,375;291,4500000015614;288,2919861665955
107,5;296,3500001602531;294,0960640155405
107,625;296,3500001602531;294,88781995470134
107,75;292,3499999441427;292,2565478144226
107,875;287,5500000147235;287,99523606847015
108,0;284,3999999800366;286,44532637002277
108,125;281,24999994534977;283,80919005734927
108,25;282,6500000916841;284,694259052254
108,375;292,14999995690243;290,43400836368414
108,5;296,64999966980895;295,5501480759203
108,625;298,24999956773127;295,7862074276543
108,75;294,5500002750905;292,56959070472504
108,875;292,3499999441427;288,1391230659793
109,0;286,84999994155635;288,63092100517235
109,125;286,14999998621533;285,74346195465984
109,25;283,950000008746;286,64182069900994
109,375;287,1500000402429;292,3269809497964
109,5;289,95000009725925;296,7561516346692
109,625;293,9500003133696;297,4443469331863
109,75;287,3500000274832;293,8614985366674
109,875;284,55000002937993;290,19423307639545
110,0;282,55000009806395;283,4390827664695
110,125;284,2499999896064;281,481789545091
110,25;283,3500000470251;281,9323745375906
110,375;289,8500001036391;287,31590006383306
110,5;291,4500000015614;292,5885827924011
110,625;291,4500000015614;292,2660857581176
110,75;286,44999996707577;289,7938999308369
110,875;284,34999998322655;286,0596034050737
111,0;282,9500000725445;284,1681806726376
111,125;282,04999989431093;282,20452370931525
111,25;282,55000009806395;282,9205674204764
111,375;287,94999998920406;288,47470472675917
111,5;293,04999989948374;292,97430790925756
111,625;295,75000019853223;292,72345312472174
111,75;294,3500002878502;289,94308067520916
111,875;288,7499999381652;286,62955332142417
112,0;288,34999996368464;287,23046940819734
112,125;287,94999998920406;284,99613686537646
112,25;286,5499999606959;285,35573764243384
112,375;289,04999991902565;290,3631235375386
112,5;290,3500000717398;294,679757787823
112,625;292,7499999186233;295,2523432451891
112,75;289,8500001036391;292,5702978188604
112,875;286,64999995431606;289,01184652344085
113,0;286,7499999479362;285,9810029233004
113,125;286,5499999606959;284,10090496519365
113,25;287,45000002110334;284,78814242704505
113,375;286,44999996707577;289,52177782410763
113,5;285,4500000014178;293,06425794285263
113,625;289,55000012277867;293,09772430469326
113,75;287,1500000402429;290,56718031297936
113,875;285,15000000030597;287,8509794314805
114,0;285,8500000053549;284,62819773371376
114,125;285,6500000181146;283,31114988343256
114,25;286,5499999606959;283,381633983392
114,375;283,950000008746;287,2870364159793
114,5;282,04999989431093;291,0394810574153
114,625;284,7499999871637;291,11324114929226
114,75;282,75000008530424;289,09487319404366
114,875;281,1500001873819;286,7368155965651
115,0;279,549999818155;281,75473366600994
115,125;278,54999988195357;280,76332009412556
115,25;280,24999977349603;281,2358898770774
115,375;284,64999999354353;284,2381923505347
115,5;285,94999999897504;287,0263607488175
115,625;288,5499999509249;287,1041212906347
115,75;285,4500000014178;285,85586894414945
115,875;284,64999999354353;284,30464562566095
116,0;283,45000004064525;283,8819210585573
116,125;282,2500001172035;282,79430733538754
116,25;282,55000009806395;282,9319420461654
116,375;288,34999996368464;285,9110914568424
116,5;285,6500000181146;289,32452222564984
116,625;286,64999995431606;289,56689562914875
116,75;286,0499999925952;287,8987023064345
116,875;283,25000005340496;285,756327904144
117,0;281,5499999262102;283,2297521766717
117,125;280,55000022566105;282,3555408140398
117,25;281,0500001937618;283,26280723530124
117,375;282,1499998879311;286,1983475510135
117,5;284,7499999871637;289,0691335039919
117,625;285,8500000053549;288,7466295556691
117,75;283,950000008746;287,02605422767977
117,875;280,75000021290134;285,31927997525486
118,0;280,1499997798759;281,161409341167
118,125;280,24999977349603;280,18184793975576
118,25;279,44999982453487;281,17609262630106
118,375;282,04999989431093;284,28442087021034
118,5;284,64999999354353;287,31931036995934
118,625;285,34999999306933;287,4753526582943
118,75;284,2499999896064;286,1166883456111
118,875;277,5499999457521;284,2598998938942
119,0;276,25000002869024;279,27286931595046
119,125;275,14999962756406;278,7146556697375
119,25;277,64999993937226;280,0753688247832
119,375;285,34999999306933;283,51463496128514
119,5;288,4499999573048;286,4011191449519
119,625;289,1500001482981;286,23978422365565
119,75;288,5499999509249;285,0033008086513
119,875;286,14999998621533;282,93650646114156
120,0;283,950000008746;284,5818957705877
120,125;281,1500001873819;283,1011746756147
120,25;280,6500002192812;283,7007350524895
120,375;285,15000000030597;287,1534321676376
120,5;290,3500000717398;291,0600716161311
120,625;292,84999991224345;291,44862041943014
120,75;290,45000006536;289,6400264376813
120,875;285,8500000053549;286,741310130062
121,0;283,85000001512583;285,23553108529006
121,125;285,4500000014178;283,62689415718233
121,25;283,85000001512583;284,1049914282162
121,375;286,14999998621533;287,9583609473177
121,5;285,8500000053549;291,78323559059237
121,625;286,84999994155635;292,01600968050815
121,75;286,2499999798355;290,3354206727154
121,875;283,3500000470251;287,262974164649
122,0;281,5499999262102;283,1365112043454
122,125;280,8500002065215;281,7069784552673
122,25;281,24999994534977;282,46570027003526
122,375;282,6500000916841;286,229486152681
122,5;285,94999999897504;290,17578641182035
122,625;286,44999996707577;290,2083469009912
122,75;285,4500000014178;288,4469272236045
122,875;284,0500000023661;285,8205492081412
123,0;281,44999993259006;282,89990449364143
123,125;280,8500002065215;281,2981605375792
123,25;281,44999993259006;281,6083534057213
123,375;285,94999999897504;285,4660658219383
123,5;284,14999999598626;289,4976450047255
123,625;281,7499999134505;289,8017196805804
123,75;276,5499995382461;288,4957747911796
123,875;277,449999952132;285,7687580145255
124,0;277,34999995851183;277,28728218629783
124,125;277,0499999776514;276,6546240198888
124,25;276,05000004144995;278,22529164768173
124,375;278,24999990109313;282,32751947512213
124,5;280,75000021290134;285,1787900247124
124,625;283,3500000470251;285,1737850130091
124,75;281,1500001873819;283,41365817956176
124,875;279,0499998500543;281,4632756167508
125,0;278,149999907473;277,96425632865567
125,125;273,4500002073262;277,17800344476035
125,25;274,45000014352763;277,9585131673167
125,375;280,55000022566105;282,0668436292235
125,5;284,0500000023661;285,664296727623
125,625;286,84999994155635;286,2643417431208
125,75;284,85000001024036;284,56600622963975
125,875;277,5499999457521;282,44904975904495
126,0;276,1499995637655;277,83709065529695
126,125;274,7499996530835;276,82384100708117
126,25;277,449999952132;278,12963476935704
126,375;286,0499999925952;283,1949066437887
126,5;291,25000001432113;287,72218910530756
126,625;293,4499998739643;288,21602273388385
126,75;291,3500000079413;286,05258468717795
126,875;287,6500000083436;282,7736804112796
127,0;287,25000003386305;285,7417920157383
127,125;285,8500000053549;283,77396847730927
127,25;285,2499999994492;284,4356582874781
127,375;287,6500000083436;289,18969422046183
127,5;284,9500000038605;294,2137157189087
127,625;283,7500000215057;294,7858695812542
127,75;285,6500000181146;291,9001190082261
127,875;282,04999989431093;287,96245357454916
128,0;283,950000008746;282,05527150316607
128,125;284,85000001024036;280,80955547402976
128,25;285,04999999748065;282,0703481393928
128,375;287,05000004662276;285,9397257770574
128,5;290,15000008449954;289,2823745144554
128,625;289,25000014191824;288,9716689305421
128,75;287,45000002110334;287,22058079134223
128,875;286,0499999925952;285,14138529823566
129,0;284,7499999871637;286,247059479304
129,125;285,04999999748065;284,9264373091188
129,25;284,2499999896064;285,42444539633664
129,375;288,14999997644435;289,30447759816013
129,5;290,5500000589801;292,05669595336235
129,625;293,35000035164876;292,0239053000591
129,75;291,74999998242185;290,22587467929736
129,875;290,9500000334607;288,0541699789598
130,0;288,7499999381652;288,9596033556541
130,125;287,75000000196377;286,9896517603986
130,25;286,44999996707577;287,58315193850274
130,375;285,6500000181146;291,16112669706644
130,5;286,9500000530026;293,2663090851495
130,625;286,44999996707577;293,5559794744529
130,75;284,85000001024036;291,6436976970153
130,875;281,84999990707064;289,95609574401436
131,0;281,44999993259006;282,7542499407734
131,125;281,64999991983035;281,82244396146217
131,25;281,84999990707064;282,502020658382
131,375;284,9500000038605;285,8347075829452
131,5;286,5499999606959;288,369316105259
131,625;288,2499999700645;288,3634742560776
131,75;286,7499999479362;287,1909034820126
131,875;282,75000008530424;285,524754874688
132,0;281,1500001873819;283,28090948281675
132,125;279,7499998053953;282,1970775028884
132,25;281,3499999389699;282,7129785830633
132,375;285,75000001173476;286,45833045886656
132,5;289,95000009725925;290,09261979498206
132,625;290,5500000589801;289,95080850476495
132,75;288,9499999254055;288,75391651502804
132,875;284,9500000038605;286,22073741309777
133,0;282,9500000725445;285,0003085029993
133,125;281,3499999389699;283,6299461105933
133,25;282,75000008530424;284,16172602035635
133,375;287,6500000083436;288,34080196190547
133,5;291,150000020701;291,8383557835393
133,625;292,2499999505226;292,3051055263889
133,75;289,95000009725925;290,5466061628737
133,875;283,65000002788554;287,30396981455215
134,0;281,7499999134505;284,73041375444126
134,125;280,6500002192812;283,5689255635648
134,25;281,7499999134505;284,5294161604292
134,375;285,8500000053549;288,6633967744214
134,5;289,1500001482981;291,9627655719449
134,625;290,0500000908794;291,6784309038297
134,75;288,34999996368464;289,8486838636517
134,875;283,1500000597848;287,0864280582399
135,0;277,15000044257613;283,0603418120213
135,125;275,9499995765252;281,9000788465052
135,25;281,24999994534977;282,6777129314393
135,375;286,5499999606959;287,23744500123814
135,5;290,45000006536;292,02526165644485
135,625;291,94999996966214;291,77606821383347
135,75;289,1500001482981;289,82090642222204
135,875;286,64999995431606;286,346679850224
136,0;283,1500000597848;284,5423869292475
136,125;283,25000005340496;283,06818156957434
136,25;285,2499999994492;283,64389861007635
136,375;284,64999999354353;288,9609650840369
136,5;286,3499999734556;293,95995705016725
136,625;284,34999998322655;294,2670490839564
136,75;284,14999999598626;292,1543200427998
136,875;283,3500000470251;287,60183076812433
137,0;282,55000009806395;281,5771738067141
137,125;281,84999990707064;280,3736456271249
137,25;282,9500000725445;281,5136590961367
137,375;285,4500000014178;286,1798458707142
137,5;288,34999996368464;290,1751288351645
137,625;287,94999998920406;289,6976102117547
137,75;287,94999998920406;287,6043544814894
137,875;285,8500000053549;285,13634721357545
138,0;282,6500000916841;284,36750832218826
138,125;282,04999989431093;282,93075428917643
138,25;283,85000001512583;283,4668986678148
138,375;287,3500000274832;288,25312683678334
138,5;288,5499999509249;292,38590943811414
138,625;286,9500000530026;292,1648331042261
138,75;287,5500000147235;290,3455868285627
138,875;286,14999998621533;287,2931087251327
139,0;286,0499999925952;284,20135198234243
139,125;285,8500000053549;282,79025137546876
139,25;286,2499999798355;283,50852355217705
139,375;289,3500001355384;288,1047295873046
139,5;289,95000009725925;292,0507547034303
139,625;287,75000000196377;291,82935376385666
139,75;288,7499999381652;290,1910046800203
139,875;285,75000001173476;287,05738834067034
140,0;285,04999999748065;285,4922731958653
140,125;285,4500000014178;284,5837114996039
140,25;285,75000001173476;285,4869363923743
140,375;287,5500000147235;289,8837327311415
140,5;290,2500000781197;292,1584564154235
140,625;291,54999999518157;291,7905840178354
140,75;291,150000020701;290,2202364364421
140,875;286,0499999925952;287,69020524081475
141,0;280,8500002065215;286,22793124612923
141,125;280,04999978625574;285,202849696463
141,25;284,85000001024036;286,0002996572095
141,375;291,25000001432113;290,19058390904627
141,5;295,04999977188663;292,7650799914216
141,625;295,75000019853223;292,6837417819315
141,75;292,64999992500316;291,2564874036496
141,875;287,75000000196377;288,55075279046576
142,0;282,55000009806395;287,30524729605276
142,125;279,549999818155;285,9225796962258
142,25;283,950000008746;287,7773869364741
142,375;292,84999991224345;292,5820695247368
142,5;295,9500001857725;295,2367276473761
142,625;297,6499996060104;295,28592545971424
142,75;294,0499998356852;292,9259339489124
142,875;290,0500000908794;289,56820803155193
143,0;285,15000000030597;288,0226313857194
143,125;284,14999999598626;286,43536050687106
143,25;287,1500000402429;288,12816882161565
143,375;294,44999981016576;293,400014771438
143,5;296,5500001474934;296,25675562112787
143,625;296,7500001347337;296,26419275692143
143,75;293,35000035164876;293,76783032108773
143,875;290,15000008449954;290,329865006131
144,0;288,4499999573048;287,97949014143563
144,125;283,65000002788554;286,4245831246851
144,25;286,2499999798355;288,31567319435027
144,375;292,3499999441427;294,16204947171354
144,5;290,15000008449954;297,22873847036004
144,625;291,3500000079413;296,91156664550795
144,75;291,74999998242185;294,0116043666597
144,875;288,9499999254055;290,60475015164616
145,0;288,6499999445451;286,52094566100465
145,125;285,8500000053549;285,0050118624621
145,25;288,6499999445451;286,3389335143073
145,375;292,64999992500316;291,81605730815545
145,5;294,1500003006099;295,02330906788814
145,625;293,249999886724;294,7356661648405
145,75;293,249999886724;292,6336550284729
145,875;290,5500000589801;289,48541142844886
146,0;289,25000014191824;288,3567168313108
146,125;287,3500000274832;286,8287927823426
146,25;287,05000004662276;288,2145531058039
146,375;289,4500001291585;293,4937157436881
146,5;289,3500001355384;296,0162012290119
146,625;290,45000006536;295,7658432862714
146,75;290,65000005260026;293,5640763142031
146,875;288,2499999700645;290,8573990193619
147,0;286,84999994155635;286,19064662870164
147,125;287,25000003386305;284,93293414370993
147,25;285,6500000181146;285,7959007922621
147,375;286,14999998621533;290,6651180623855
147,5;289,25000014191824;293,51531678517983
147,625;291,849999976042;293,21404198073384
147,75;287,6500000083436;291,80138347021045
147,875;283,7500000215057;289,2020121467783
148,0;284,34999998322655;283,8401602067044
148,125;284,4499999768467;282,9270589936656
148,25;284,85000001024036;283,9293237620386
148,375;287,6500000083436;289,04910959446244
148,5;289,95000009725925;292,5037500087405
148,625;292,3499999441427;292,0434456398582
148,75;290,9500000334607;290,32427545495045
148,875;285,5499999950379;287,45911854365403
149,0;282,2500001172035;285,5304545880682
149,125;279,44999982453487;284,4300569391907
149,25;283,950000008746;285,31070423645
149,375;288,14999997644435;290,0518316551043
149,5;291,849999976042;293,3137508228951
149,625;292,0499999632823;293,4803650523855
149,75;291,3500000079413;291,7180142339147
149,875;288,9499999254055;288,68115213956446
150,0;283,45000004064525;286,47774993344416
150,125;281,1500001873819;285,17331603666736
150,25;286,64999995431606;286,05454801381813
150,375;293,249999886724;290,8682957289912
150,5;296,7500001347337;294,2300149162965
150,625;299,2500004465419;294,78573607463
150,75;297,6499996060104;292,8318548781096
150,875;291,849999976042;289,48993536073567
151,0;286,0499999925952;289,7930509039181
151,125;285,75000001173476;288,0524111255477
151,25;289,25000014191824;289,29041196264865
151,375;297,35000009645455;294,7178261864595
151,5;301,8499993380565;297,6934113871067
151,625;303,8499992104594;298,2049841309601
151,75;301,5500007711098;295,56376115032793
151,875;294,64999979740605;292,2736405386484
152,0;290,15000008449954;292,10758690323263
152,125;290,9500000334607;290,09441540173384
152,25;292,549999931383;291,95334814963456
152,375;300,7499998795395;297,53291672539837
152,5;304,24999918493995;300,9324595684804
152,625;306,35000046487676;301,3877932717552
152,75;304,05000014030884;297,83571981778925
152,875;297,8499995932507;294,39621820585455
153,0;294,5500002750905;294,1546798916686
153,125;292,3499999441427;292,0119053230337
153,25;293,55000033888905;294,0995077803314
153,375;294,7500002623308;299,193987874837
153,5;300,8500003444642;302,7645831911068
153,625;300,94999986677976;303,0271236337556
153,75;298,64999954221184;299,1604466520635
153,875;293,4499998739643;296,04590952320984
154,0;288,84999993178536;291,017505785585
154,125;288,0499999828242;289,1473129115031
154,25;292,2499999505226;290,61062865242707
154,375;301,8499993380565;296,08724329661106
154,5;305,65000003823116;299,5466971878721
154,625;306,94999948398845;299,80885269373385
154,75;300,3499999050589;296,9052816011889
154,875;295,35000022405166;293,70221514836913
155,0;292,549999931383;292,2779752261549
155,125;289,75000011001896;290,2089753525399
155,25;289,95000009725925;292,640482108958
155,375;296,64999966980895;298,79250311023236
155,5;299,9499999305783;303,09095032149685
155,625;291,54999999518157;302,96412938881696
155,75;283,45000004064525;298,887437563167
155,875;281,7499999134505;294,9525590568186
156,0;280,75000021290134;281,33316539315194
156,125;280,04999978625574;280,772825738083
156,25;281,44999993259006;283,7810704041964
156,375;288,4499999573048;291,50612291359346
156,5;290,45000006536;295,5680938339874
156,625;292,2499999505226;293,0487673675718
156,75;292,7499999186233;289,8359390124799
156,875;287,3500000274832;285,90528128453593
157,0;288,2499999700645;284,59177742067595
157,125;288,5499999509249;283,31111202568
157,25;290,65000005260026;285,1530359121655
157,375;289,3500001355384;292,2173680224362
157,5;286,0499999925952;297,0604783463612
157,625;291,3500000079413;296,55179727621487
157,75;289,25000014191824;293,0295186590599
157,875;286,2499999798355;288,9501565321932
158,0;284,2499999896064;283,9787432245927
158,125;280,04999978625574;283,42267923019256
158,25;284,34999998322655;285,40844451309056
158,375;290,2500000781197;291,3154507604152
158,5;293,8499998484449;294,5232698231064
158,625;294,9500002495711;293,30319206519465
158,75;294,1500003006099;290,7914970545633
158,875;287,8499999955839;287,72008907965284
159,0;286,7499999479362;286,35409948132644
159,125;283,3500000470251;285,4138961427971
159,25;284,9500000038605;287,1874995581006
159,375;287,94999998920406;293,1471759324445
159,5;291,150000020701;296,94762986470266
159,625;289,4500001291585;296,6541746643582
159,75;289,6500001163988;293,8194001891174
159,875;286,84999994155635;289,75271251514675
160,0;285,75000001173476;284,1719731884165
160,125;286,2499999798355;283,3655918558279
160,25;286,7499999479362;284,6006088433942
160,375;289,04999991902565;290,2674245699894
160,5;286,44999996707577;294,50316742345854
160,625;287,8499999955839;293,64237886132383
160,75;288,14999997644435;291,4023163221768
160,875;285,34999999306933;288,0630354832785
161,0;284,49999997365677;284,4114523833607
161,125;283,65000002788554;284,0466288762613
161,25;283,85000001512583;285,1812564372755
161,375;284,55000002937993;290,6535863566113
161,5;284,7499999871637;293,539323852482
161,625;286,3499999734556;292,9737333279644
161,75;287,25000003386305;290,70530008014424
161,875;285,15000000030597;287,92546294626106
162,0;280,95000020014163;283,52380422839747
162,125;283,25000005340496;282,85942507838166
162,25;285,4500000014178;283,4717168409888
162,375;288,2499999700645;287,6224808803668
162,5;291,74999998242185;291,0614320886113
162,625;290,65000005260026;290,7118590784622
162,75;288,9499999254055;289,44348127631434
162,875;285,5499999950379;287,09024067435263
163,0;282,1499998879311;285,29071910333994
163,125;282,35000011082366;284,58140924209346
163,25;284,55000002937993;285,7910530383349
163,375;293,55000033888905;290,3397327395157
163,5;298,94999999437687;292,93196342739475
163,625;301,34999984126034;292,77604356497704
163,75;298,44999955497155;291,31248291415136
163,875;289,6500001163988;288,35180157027554
164,0;288,14999997644435;289,0212412906161
164,125;288,6499999445451;287,8341466814658
164,25;288,84999993178536;289,68637006209127
164,375;289,95000009725925;295,0853663877401
164,5;289,3500001355384;297,8877771459945
164,625;289,4500001291585;297,84792557598735
164,75;288,7499999381652;295,59253760457443
164,875;287,6500000083436;291,70155027611196
165,0;286,3499999734556;285,15439727106053
165,125;285,75000001173476;284,6141411646535
165,25;287,25000003386305;285,9754970786432
165,375;288,5499999509249;290,9256775200118
165,5;290,2500000781197;293,64363237181715
165,625;291,4500000015614;293,3393279225111
165,75;291,25000001432113;291,70010314303073
165,875;284,55000002937993;288,6640577978252
166,0;282,8500000789244;285,3839279325322
166,125;281,7499999134505;284,7783796984119
166,25;284,85000001024036;285,7170327638874
166,375;290,85000003984055;290,72473763957265
166,5;293,8499998484449;293,53544571404217
166,625;295,9500001857725;293,30151844432373
166,75;294,9500002495711;291,7240794913376
166,875;290,15000008449954;288,7718582687071
167,0;285,8500000053549;288,19444240900015
167,125;283,7500000215057;286,9833402208846
167,25;288,89999992859543;288,14135133230207
167,375;294,0499998356852;293,0006025620959
167,5;298,049999580491;296,0116864546915
167,625;299,9499999305783;296,4866302624637
167,75;298,84999952945213;294,7214446275932
167,875;292,9499999058636;290,94456885708314
168,0;289,04999991902565;290,4054153487215
168,125;288,7499999381652;288,79697780925125
168,25;289,75000011001896;290,2735359802518
168,375;298,049999580491;295,6616084501741
168,5;302,24999931253706;298,59275497451483
168,625;304,4500001147894;298,68467037143444
168,75;302,24999931253706;296,07140532338605
168,875;297,4499996187701;292,76335978956047
169,0;293,55000033888905;293,2052593108234
169,125;294,44999981016576;291,33358074462495
169,25;290,2500000781197;293,30308425394037
169,375;297,9500000581754;298,62645412790437
169,5;301,34999984126034;302,09298998079373
169,625;301,65000029342536;302,1571616816356
169,75;296,84999965704924;298,848867894924
169,875;292,7499999186233;295,3849300971265
170,0;292,0499999632823;290,6067496783763
170,125;287,94999998920406;289,0799265385474
170,25;290,5500000589801;290,9835580431352
170,375;294,7500002623308;296,91733674668586
170,5;296,5500001474934;300,3348961651181
170,625;295,8499997208478;300,59225183251925
170,75;293,75000032612934;297,24786860957073
170,875;292,0499999632823;293,7119202076499
171,0;290,7500000462204;289,20501060198166
171,125;289,95000009725925;287,9419547713953
171,25;289,95000009725925;289,2140459434153
171,375;290,3500000717398;294,3653421086553
171,5;290,65000005260026;297,2625398418117
171,625;290,9500000334607;297,3265358900943
171,75;290,45000006536;295,2289966722191
171,875;289,3500001355384;292,249369767967
172,0;288,6499999445451;286,64255816224784
172,125;288,14999997644435;285,77432600564345
172,25;288,14999997644435;286,5943112866402
172,375;292,2499999505226;291,54787152965037
172,5;294,9500002495711;294,2621163836449
172,625;296,1500001730128;294,1438534836771
172,75;294,64999979740605;292,54615608882494
172,875;291,25000001432113;290,1185611269694
173,0;286,9500000530026;289,0784717464777
173,125;286,9500000530026;287,726483312826
173,25;290,2500000781197;288,7176448022437
173,375;296,84999965704924;293,880119105715
173,5;301,9500007455904;296,7090998724403
173,625;303,4499992359788;296,8666502303363
173,75;301,9500007455904;294,80257417216393
173,875;293,8499998484449;292,0557700998417
174,0;295,37500010463054;292,09265787266077
174,125;297,66249954629984;290,439351983065
174,25;299,3781245988564;292,17497449846377
174,375;299,9499999305783;297,5159876880407
174,5;304,94999961158555;300,71191698622226
174,625;305,150000541435;300,89266205348974
174,75;303,1500006690321;297,9511631079042
174,875;296,64999966980895;294,57739620739926
175,0;293,04999989948374;295,1323308921094
175,125;292,2499999505226;294,0945040470592
175,25;295,35000022405166;296,47432767222654
175,375;299,749999943338;300,37492634812844
175,5;305,84999908286227;302,11229929626666
175,625;307,1500004138379;302,0847955610891
175,75;305,9500004903962;298,5360207789602
175,875;297,4499996187701;296,44948865552783
176,0;294,5500002750905;295,33787347770124
176,125;292,3499999441427;293,85908365342397
176,25;295,35000022405166;295,77670571771773
176,375;305,0499991339011;300,5586171380101
176,5;310,0499997575175;303,4386734662558
176,625;313,75000093537665;303,50227865307625
176,75;309,95000023520197;299,82096544241534
176,875;303,34999971366324;297,2362353020098
177,0;299,85000040826276;298,2267760767431
177,125;293,9500003133696;296,0852178118079
177,25;297,4499996187701;298,0772083833087
177,375;305,34999958606613;302,69130887206603
177,5;309,5500002607214;306,50992882478005
177,625;309,2000000473986;307,0541476138145
177,75;308,8499998340758;302,7092137062232
177,875;303,8499992104594;299,58824057054807
178,0;296,5500001474934;297,6721917178092
178,125;294,0499998356852;295,60895187542934
178,25;297,2499996315298;297,2615636605084
178,375;303,8499992104594;301,85362200252956
178,5;308,8499998340758;305,54108000331934
178,625;310,8499997064787;305,9322195880198
178,75;308,2500008149641;302,06769792799406
178,875;298,44999955497155;299,1251990125428
179,0;294,7500002623308;295,35377731321216
179,125;292,2499999505226;293,2960737112876
179,25;296,0499997080881;295,24392451784047
179,375;304,24999918493995;301,0935765202694
179,5;309,8500007128864;305,7176895552709
179,625;311,8500005852893;305,9294121269322
179,75;308,4499998595952;301,80534923748917
179,875;300,7499998795395;298,02153814133595
180,0;297,75000007093513;296,03066176565903
180,125;296,24999969532837;293,62937030259275
180,25;298,44999955497155;296,0134019673811
180,375;302,94999973918266;302,165219971744
180,5;306,54999950950787;307,0668410894683
180,625;309,3499993308719;307,7922649894359
180,75;299,85000040826276;303,1470295633461
180,875;298,24999956773127;298,7635118599983
181,0;295,9500001857725;293,632290613028
181,125;293,249999886724;292,1042440643689
181,25;295,35000022405166;294,1253323725581
181,375;302,4500002423865;300,1631993981599
181,5;304,85000008927;304,10756954225366
181,625;297,9500000581754;303,9152567943214
181,75;297,15000010921426;300,1085811693916
181,875;294,0499998356852;296,46718527385565
182,0;291,3500000079413;290,44266875877156
182,125;292,78333340693155;289,40304107576065
